Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
National,ssp245 (medium confidence),83,2130,1.211,25,0.0392,10249,8437,2312,7937,89011283,30379609,58631674,790040090,14381,3093,199.98,6240468,38129533,12660516,47391410,2067,1485464,1936126,26,0,24,877497158,109397731,2843,4258,2431,3478,1936,2629,1503,2437,1536,1579
National,ssp245 (medium confidence),83,2130,1.211,50,0.0198,10896,9146,2438,8458,99810369,33752996,66057372,812365862,15340,3304,211.56,6844096,40616345,13090868,47489092,2101,1559855,2019108,26,0,25,902490407,121305188,2879,4347,2609,3641,2039,2876,1615,2557,1754,1920
National,ssp245 (medium confidence),83,2130,1.211,100,0.01,11496,9772,2542,8954,111422778,37243571,74179207,833628103,16262,3509,223.49,7526301,43251314,13514295,47851736,2164,1642193,2112588,28,0,26,926843741,134105567,2697,4319,2914,3888,2133,2991,1727,2769,2025,2295
National,ssp245 (medium confidence),83,2130,1.211,250,0.004,12333,10651,2676,9657,128539798,42099337,86440460,871719002,17452,3769,239.58,8560288,46364671,14023410,47921760,2235,1761642,2228166,29,0,28,968233599,152885137,2590,4213,2896,4088,2524,3263,1847,2952,2476,2936
National,ssp245 (medium confidence),83,2140,1.33,1,0.6321,2916,1780,703,2213,5334073,1725204,3608869,286307324,3740,797,56.31,721030,6805997,2353195,19029195,727,436484,824135,7,0,13,312966652,8844782,1546,2408,834,865,341,352,195,115,0,0
National,ssp245 (medium confidence),83,2140,1.33,5,0.1813,9688,7588,2157,7531,75353773,25588385,49765387,771178534,13610,2921,190.93,5523315,36581014,12219500,46420690,1999,1396861,1868805,23,0,23,856049043,94493448,2937,4377,2346,3322,1772,2580,1374,2066,1259,1265
National,ssp245 (medium confidence),83,2140,1.33,10,0.0952,10322,8161,2326,7996,87519381,29833662,57685719,798557956,14588,3134,202.75,6162907,39064105,12780602,47381518,2061,1477606,1953672,26,0,25,886957250,107940496,3051,4488,2395,3533,1888,2618,1491,2415,1497,1534
National,ssp245 (medium confidence),83,2140,1.33,25,0.0392,11176,9029,2506,8670,103646699,35232804,68413895,834579646,15885,3419,217.66,7000413,42270405,13420230,47487329,2105,1578757,2072202,27,0,25,926409582,125646099,3124,4688,2545,3704,2055,2852,1612,2627,1840,2014
National,ssp245 (medium confidence),83,2140,1.33,50,0.0198,11751,9696,2624,9127,115583827,38954391,76629436,855616127,16772,3615,228.72,7653446,44765740,13853755,47847655,2166,1656293,2158794,27,0,26,950388315,138747321,3005,4744,2776,3965,2169,2892,1691,2731,2110,2440
National,ssp245 (medium confidence),83,2140,1.33,100,0.01,12335,10332,2721,9614,128306578,42783057,85523521,881104895,17630,3804,240.98,8377509,47350582,14257372,47898096,2231,1739796,2239482,29,0,28,978593055,152681255,2876,4611,2895,4190,2359,3083,1794,2914,2411,2832
National,ssp245 (medium confidence),83,2140,1.33,250,0.004,13060,11194,2825,10235,146995637,47992345,99003292,918798219,18861,4073,256.38,9444811,50281508,14728309,48008819,2397,1859954,2359283,29,0,29,1019447828,173028710,2736,4580,2714,4275,2757,3546,1994,2902,2859,3558
National,ssp245 (medium confidence),83,2150,1.449,1,0.6321,3363,2069,806,2557,6897921,2251259,4646662,320279998,4317,920,64.04,892498,8358548,2900289,22150825,810,510218,893999,7,0,14,351683369,11200926,1719,2647,950,1050,426,458,268,162,0,0
National,ssp245 (medium confidence),83,2150,1.449,5,0.1813,10332,8106,2324,8008,88397042,29955955,58441087,801842949,14610,3137,203.24,6240928,39296954,12976539,47376266,2052,1490309,1962528,26,0,25,890478697,109104818,3009,4377,2407,3658,1888,2533,1500,2512,1528,1529
National,ssp245 (medium confidence),83,2150,1.449,10,0.0952,10989,8750,2476,8513,102001721,34652506,67349215,834381856,15585,3351,214.72,6916921,41875477,13520158,47482057,2092,1570522,2051046,27,0,25,925790437,124009322,3088,4556,2459,3707,2021,2793,1602,2614,1819,1915
National,ssp245 (medium confidence),83,2150,1.449,25,0.0392,11779,9619,2638,9141,119723430,40537784,79185646,864391913,16877,3636,230.28,7810839,45527047,14136529,47837415,2156,1674710,2170847,27,0,26,959927222,143345508,3056,4654,2656,4019,2184,2941,1710,2716,2173,2548
National,ssp245 (medium confidence),83,2150,1.449,50,0.0198,12352,10227,2736,9616,132734722,44591309,88143413,888078117,17757,3828,241.91,8506661,47973428,14548336,47896173,2248,1754111,2250551,29,0,27,986198269,157543830,2893,4600,2852,4217,2344,3200,1777,2745,2486,2996
National,ssp245 (medium confidence),83,2150,1.449,100,0.01,12926,10884,2835,10091,146610989,48675189,97935800,919752807,18705,4034,253.56,9264305,50227275,14914650,47956930,2353,1838149,2332223,29,0,29,1020269235,172628092,2862,4709,2861,4284,2489,3374,1921,2817,2793,3520
National,ssp245 (medium confidence),83,2150,1.449,250,0.004,13612,11720,2942,10670,166751342,54238614,112512728,953258438,19856,4283,267.6,10344395,52548737,15360392,48059044,2478,1960012,2467437,29,0,29,1056333656,194416142,2665,4538,2629,4205,2879,3901,2098,2836,3341,4375
National,ssp245 (medium confidence),95,2020,0.119,1,0.6321,409,184,90,319,93156,31021,62134,51337846,319,70,8.68,53364,677702,379640,4015226,188,16134,110453,1,0,2,56141226,542295,339,282,70,37,0,0,0,0,0,0
National,ssp245 (medium confidence),95,2020,0.119,5,0.1813,3732,2536,875,2857,9331348,3081802,6249546,360279113,4935,1054,71.32,1065271,9458866,3296585,24528915,890,550773,932375,8,0,14,395199269,14243978,1732,2758,1087,1304,561,624,325,234,27,15
National,ssp245 (medium confidence),95,2020,0.119,10,0.0952,4113,2874,950,3163,11840945,4003555,7837390,385491439,5601,1198,79.45,1283344,11066936,3713361,27586293,995,617307,996293,11,0,14,425140961,17454957,1790,2795,1259,1713,631,733,340,331,93,28
National,ssp245 (medium confidence),95,2020,0.119,25,0.0392,4659,3333,1057,3602,15412308,5271145,10141163,421951266,6259,1342,90.53,1604587,13198599,4230487,30172258,1090,700266,1095143,11,0,16,466417266,21947648,1919,2798,1406,2147,770,784,382,409,182,121
National,ssp245 (medium confidence),95,2020,0.119,50,0.0198,5127,3668,1149,3978,18299767,6194961,12104806,456509932,6902,1482,98.67,1872852,14799130,4609342,33549485,1200,760779,1166483,11,0,17,506025030,25542740,2083,2905,1522,2351,854,963,425,500,243,183
National,ssp245 (medium confidence),95,2020,0.119,100,0.01,5590,4063,1241,4349,21631671,7228471,14403201,484186007,7585,1630,107.53,2185085,16387918,5016899,35167660,1275,824778,1239299,13,0,17,536980884,29658435,2185,3025,1664,2622,955,1153,479,507,307,278
National,ssp245 (medium confidence),95,2020,0.119,250,0.004,6455,4687,1434,5021,26907301,8734499,18172802,529145900,8643,1859,120.45,2702072,18943631,5589627,38001759,1392,915652,1355369,15,0,17,587446659,36114652,2467,3273,1846,2906,1161,1448,576,576,405,440
National,ssp245 (medium confidence),95,2030,0.185,1,0.6321,437,184,98,339,158494,51906,106588,55893022,345,75,9.09,64831,729682,459467,4114705,200,22289,121277,2,0,2,60858686,705082,322,285,115,60,0,0,0,0,0,0
National,ssp245 (medium confidence),95,2030,0.185,5,0.1813,3878,2536,897,2981,10731713,3573903,7157810,369883767,5182,1108,74.58,1188573,10167362,3683355,26273943,935,593943,957917,9,0,14,407282989,16197584,1674,2633,1192,1529,612,734,333,262,67,24
National,ssp245 (medium confidence),95,2030,0.185,10,0.0952,4264,2874,981,3283,13509743,4603562,8906181,395766580,5789,1238,82.75,1422596,11766491,4147022,28844536,1037,660749,1029749,11,0,15,437407356,19740110,1745,2673,1326,1940,693,747,354,363,146,66
National,ssp245 (medium confidence),95,2030,0.185,25,0.0392,4861,3333,1088,3773,17479536,5980047,11499490,441798005,6484,1391,93.82,1768560,13930016,4709711,31202149,1116,743449,1124171,11,0,17,488054341,24701257,1919,2616,1473,2348,841,892,410,475,218,153
National,ssp245 (medium confidence),95,2030,0.185,50,0.0198,5297,3668,1181,4116,20691156,7024612,13666545,466901468,7173,1540,101.94,2053325,15410079,5138363,34999809,1235,804543,1195019,11,0,17,518506375,28687388,2009,2794,1602,2551,942,1080,461,504,283,244
National,ssp245 (medium confidence),95,2030,0.185,100,0.01,5772,4063,1276,4496,24351922,8154564,16197358,498637819,7908,1698,111.02,2384344,17130614,5584186,37090468,1314,869033,1268285,13,0,17,554127186,33189486,2106,3004,1723,2717,1058,1302,525,533,360,352
National,ssp245 (medium confidence),95,2030,0.185,250,0.004,6692,4687,1498,5194,30086297,9793184,20293113,546606223,8981,1933,124.7,2933521,20032509,6197977,39527549,1424,961126,1381937,16,0,17,607548217,40178922,2470,3246,1831,2921,1311,1673,618,653,462,487
National,ssp245 (medium confidence),95,2040,0.263,1,0.6321,502,226,104,398,248661,81508,167152,63537870,434,94,10.39,79389,872474,544885,4352134,210,31402,155717,2,0,2,68918195,904336,339,356,163,77,0,0,0,0,0,0
National,ssp245 (medium confidence),95,2040,0.263,5,0.1813,4232,2831,969,3263,12634377,4250572,8383805,398814962,5684,1216,81.77,1348797,11757667,4198626,29120253,1026,645097,1022369,11,0,15,440715251,18826897,1797,2690,1305,1830,669,771,342,357,119,37
National,ssp245 (medium confidence),95,2040,0.263,10,0.0952,4673,3216,1062,3611,15749299,5391008,10358291,429636903,6245,1338,91.04,1606437,13646572,4699018,31460913,1099,711866,1098587,11,0,15,475842976,22766621,1917,2685,1395,2199,795,851,379,380,187,130
National,ssp245 (medium confidence),95,2040,0.263,25,0.0392,5276,3676,1184,4092,20259375,6947437,13311938,469887837,7182,1541,102.05,1979772,15744992,5319146,35427543,1225,794763,1203628,11,0,17,522264000,28353056,2064,2939,1557,2490,921,1036,462,527,272,190
National,ssp245 (medium confidence),95,2040,0.263,50,0.0198,5743,4044,1274,4469,23870147,8121175,15748973,507399918,7841,1684,110.2,2286081,17323258,5791355,37573721,1306,856791,1268530,13,0,17,563565426,32804374,2175,3038,1664,2679,1049,1270,516,577,339,277
National,ssp245 (medium confidence),95,2040,0.263,100,0.01,6323,4473,1413,4910,27924591,9384195,18540395,537419341,8468,1820,120.14,2642404,19511818,6277107,39941870,1399,922327,1349218,14,0,17,598222248,37766429,2398,3113,1720,2818,1208,1543,584,585,413,409
National,ssp245 (medium confidence),95,2040,0.263,250,0.004,7305,5148,1631,5674,34300233,11198701,23101532,593857508,9693,2087,134.44,3229421,22279110,6918353,41620497,1497,1017677,1455982,18,0,22,659213097,45465684,2762,3610,1909,2902,1386,1918,715,717,533,545
National,ssp245 (medium confidence),95,2050,0.361,1,0.6321,590,305,123,467,384831,124093,260738,70526711,514,111,12.33,99530,1048379,647011,4790666,232,45348,201473,2,0,5,76567228,1176721,381,386,209,128,0,0,0,0,0,0
National,ssp245 (medium confidence),95,2050,0.361,5,0.1813,4634,3207,1042,3592,15315389,5200076,10115313,427985188,6219,1331,90.12,1573801,13663932,4882466,31389967,1094,709631,1098340,11,0,15,474137427,22481287,1919,2697,1385,2217,773,827,368,353,189,125
National,ssp245 (medium confidence),95,2050,0.361,10,0.0952,5114,3564,1158,3956,18967920,6502802,12465118,463597942,6878,1475,98.91,1861553,15255761,5422021,34659311,1182,775549,1181980,11,0,17,514694993,27027043,2025,2754,1503,2533,895,936,440,498,251,157
National,ssp245 (medium confidence),95,2050,0.361,25,0.0392,5755,4050,1282,4473,24198713,8316460,15882253,508424702,7857,1687,110.88,2270248,17877785,6120991,38341264,1306,860215,1274434,12,0,17,565918186,33450167,2180,3084,1631,2605,1077,1295,525,611,342,261
National,ssp245 (medium confidence),95,2050,0.361,50,0.0198,6240,4463,1383,4857,28324058,9666198,18657861,541067181,8456,1816,120.31,2606418,19776473,6641664,40854121,1402,924002,1348726,14,0,17,603046501,38496142,2330,3106,1718,2774,1179,1575,595,622,418,379
National,ssp245 (medium confidence),95,2050,0.361,100,0.01,6850,4909,1524,5326,32931349,11102309,21829040,583067863,9227,1984,130.45,3000304,21931396,7162520,42889165,1482,991293,1421542,18,0,18,649309966,44085465,2518,3340,1819,2884,1328,1794,694,701,491,507
National,ssp245 (medium confidence),95,2050,0.361,250,0.004,7946,5656,1787,6159,40213036,13174171,27038865,632239811,10534,2269,144.57,3629921,24657730,7816272,44159048,1590,1091121,1526830,20,0,23,702583418,52750350,2949,3893,2004,2902,1553,2235,807,868,633,636
National,ssp245 (medium confidence),95,2060,0.465,1,0.6321,737,371,153,584,570665,179086,391578,82307860,641,138,14.87,124894,1245710,761536,5419414,256,63890,258053,2,0,8,89231038,1520985,462,479,273,157,2,5,0,0,0,0
National,ssp245 (medium confidence),95,2060,0.465,5,0.1813,5093,3544,1154,3939,18650554,6348169,12302385,464014977,6816,1461,98.82,1843719,15439036,5631625,33911199,1157,777297,1178536,11,0,16,514543748,26903194,2008,2673,1513,2574,891,918,428,489,253,162
National,ssp245 (medium confidence),95,2060,0.465,10,0.0952,5608,3918,1254,4354,22930844,7870811,15060032,499694678,7581,1626,108.27,2162247,17580893,6236691,38085325,1273,844044,1248850,11,0,17,556609746,32173825,2133,2956,1618,2615,1021,1186,517,598,319,226
National,ssp245 (medium confidence),95,2060,0.465,25,0.0392,6259,4438,1389,4870,29006191,9993067,19013123,553371414,8505,1825,120.87,2617380,20229615,7013458,41677706,1407,931494,1349710,15,0,18,616628445,39568522,2319,3162,1712,2723,1193,1588,611,676,424,356
National,ssp245 (medium confidence),95,2060,0.465,50,0.0198,6794,4888,1515,5279,33721480,11543434,22178045,581718947,9191,1974,130.39,2988302,22207146,7575023,43747529,1493,997205,1419574,17,0,20,649093196,45282008,2477,3367,1777,2740,1344,1867,698,719,498,496
National,ssp245 (medium confidence),95,2060,0.465,100,0.01,7415,5355,1655,5760,39061998,13185726,25876272,618065938,10010,2151,140.54,3420092,24221307,8105709,44650016,1570,1066776,1501738,19,0,22,688438999,51654574,2631,3573,1933,2820,1471,2180,788,817,592,621
National,ssp245 (medium confidence),95,2060,0.465,250,0.004,8532,6179,1948,6584,47350753,15548714,31802039,663879039,11358,2447,155.98,4091126,26999893,8741321,45702959,1694,1169858,1610962,21,0,23,738192853,61353059,3006,4003,2114,2911,1728,2601,930,1068,754,774
National,ssp245 (medium confidence),95,2070,0.597,1,0.6321,908,439,188,720,881461,271096,610364,98620254,847,182,18.48,165614,1626751,925753,6334825,301,94046,321521,3,0,10,106903351,2066874,536,609,324,224,48,14,0,0,0,0
National,ssp245 (medium confidence),95,2070,0.597,5,0.1813,5593,3900,1247,4346,23655932,8061047,15594884,501105279,7545,1617,108.11,2228523,17736012,6653372,38519351,1272,863583,1247866,11,0,17,558608508,33401409,2040,2809,1618,2689,1056,1211,541,595,338,240
National,ssp245 (medium confidence),95,2070,0.597,10,0.0952,6091,4303,1360,4731,28878792,9937891,18940901,535199921,8314,1783,118.35,2595271,19881987,7340606,41555341,1378,933845,1328554,14,0,18,597965803,39748515,2162,3026,1676,2633,1220,1588,617,742,416,325
National,ssp245 (medium confidence),95,2070,0.597,25,0.0392,6793,4901,1511,5282,36088955,12464579,23624376,588960984,9205,1975,131.51,3110001,22459528,8178336,44086671,1500,1024653,1425970,17,0,20,656933153,48401946,2352,3213,1765,2654,1397,2067,740,750,539,521
National,ssp245 (medium confidence),95,2070,0.597,50,0.0198,7339,5328,1645,5694,41733978,14278631,27455346,619691414,10012,2149,141.35,3529397,24504131,8739526,45018377,1582,1092277,1505182,20,0,22,690719104,55095178,2449,3399,1911,2773,1505,2270,842,919,632,650
National,ssp245 (medium confidence),95,2070,0.597,100,0.01,8054,5813,1802,6252,48040531,16199565,31840966,651406868,10915,2345,151.55,4002906,26488082,9242650,45714108,1664,1164664,1580908,20,0,23,725189966,62450751,2699,3714,2034,2818,1640,2500,920,1120,761,762
National,ssp245 (medium confidence),95,2070,0.597,250,0.004,9091,6749,2067,7024,57671240,18965215,38706024,694688312,12263,2643,167.31,4727967,29395302,9832972,46824551,1808,1268124,1706860,22,0,24,772615024,73500303,2903,4084,2289,2918,1819,2897,1136,1390,944,975
National,ssp245 (medium confidence),95,2080,0.744,1,0.6321,1423,759,309,1114,1352058,412354,939704,155250396,1384,295,29.62,230787,2641441,1133088,7304527,391,142015,489251,4,0,12,165685615,2857948,949,979,320,328,154,77,0,0,0,0
National,ssp245 (medium confidence),95,2080,0.744,5,0.1813,6866,5135,1535,5331,30880487,10540020,20340467,593678120,9358,2006,134.86,2743010,23282332,7853538,44121263,1513,965065,1458892,19,0,21,662540607,42442100,2800,3854,1694,2629,1263,1747,660,757,449,371
National,ssp245 (medium confidence),95,2080,0.744,10,0.0952,7403,5664,1653,5750,37236903,12829138,24407765,632972038,10274,2204,145.8,3165002,25724793,8567249,45268594,1634,1037986,1543516,20,0,22,705508941,50007141,2902,4224,1808,2607,1386,2122,762,834,545,487
National,ssp245 (medium confidence),95,2080,0.744,25,0.0392,8196,6300,1833,6363,45995644,15841616,30154027,679068156,11408,2446,159.57,3750726,28729946,9390542,45845152,1751,1130350,1637938,21,0,23,755281192,60267261,3079,4484,1967,2755,1542,2463,901,1011,707,695
National,ssp245 (medium confidence),95,2080,0.744,50,0.0198,8881,6850,1975,6906,52754918,18005063,34749855,722320039,12239,2629,170.21,4218401,30799921,9909524,46133651,1836,1200580,1716903,21,0,23,800970515,68083423,3332,4648,2058,2929,1643,2587,1020,1236,828,840
National,ssp245 (medium confidence),95,2080,0.744,100,0.01,9575,7467,2154,7421,60196371,20271073,39925298,744137142,13256,2853,181.88,4733494,33062408,10369302,47142626,1947,1273972,1811367,24,0,24,826153542,76573140,3494,5020,2210,3008,1734,2770,1172,1487,965,970
National,ssp245 (medium confidence),95,2080,0.744,250,0.004,10444,8592,2322,8122,71461127,23512373,47948754,774827277,14512,3132,199.06,5523935,36689505,10932736,47254236,2077,1380030,1934817,26,0,25,860705836,89297828,3398,5166,2585,3305,1880,2965,1372,1852,1209,1224
National,ssp245 (medium confidence),95,2090,0.888,1,0.6321,1509,759,336,1173,1883412,574010,1309403,164480431,1458,311,31.26,310220,2808435,1347147,7600935,410,198585,510899,4,0,12,175400700,3739365,913,931,374,395,222,133,0,0,0,0
National,ssp245 (medium confidence),95,2090,0.888,5,0.1813,7017,5135,1568,5449,38997516,13336345,25661171,604737468,9617,2062,138.39,3303861,24188707,9030798,44396299,1550,1066638,1488904,19,0,21,674811378,52398814,2353,3370,1864,2577,1410,2292,806,865,584,512
National,ssp245 (medium confidence),95,2090,0.888,10,0.0952,7596,5664,1694,5902,46628981,16040384,30588597,642649217,10510,2254,149.49,3781035,26512273,9745475,45543449,1666,1139776,1572994,20,0,22,716277933,61295267,2455,3597,1960,2627,1532,2600,933,1000,716,687
National,ssp245 (medium confidence),95,2090,0.888,25,0.0392,8413,6300,1871,6542,57008906,19578218,37430689,690870687,11655,2500,163.61,4438777,29577184,10506981,46094195,1776,1235107,1674591,21,0,23,768216657,73189771,2640,3779,2121,2913,1648,2683,1095,1356,909,925
National,ssp245 (medium confidence),95,2090,0.888,50,0.0198,9103,6850,2034,7069,64860807,22113554,42747253,731246541,12615,2709,174.03,4945490,31653643,10969941,46349373,1881,1307441,1748391,22,0,23,810997949,82083679,2841,4131,2250,3008,1736,2770,1214,1659,1062,1048
National,ssp245 (medium confidence),95,2090,0.888,100,0.01,9751,7467,2191,7560,73490942,24739888,48751054,754235126,13566,2920,185.91,5501439,34026237,11400140,47155256,1979,1382129,1838919,25,0,24,837255538,91774650,2872,4310,2435,3240,1845,2864,1362,1854,1237,1297
National,ssp245 (medium confidence),95,2090,0.888,250,0.004,10623,8592,2360,8263,86508340,28474871,58033469,784294219,14776,3190,202.99,6367696,37620347,11939741,47426588,2108,1495161,1962819,27,0,25,871303972,106310937,2656,4180,2848,3771,2018,2895,1603,2365,1498,1565
National,ssp245 (medium confidence),95,2100,1.055,1,0.6321,2018,1090,482,1536,2801842,870151,1931690,209833166,2168,461,40.2,434013,4019054,1638180,9363727,480,280074,628321,5,0,12,223844269,5154109,1169,1392,503,547,330,220,16,9,0,0
National,ssp245 (medium confidence),95,2100,1.055,5,0.1813,8039,6096,1787,6252,50772461,17330171,33442290,674610156,11249,2410,159.05,4057628,28793837,10334392,45942697,1756,1185154,1639167,20,0,23,750985857,66349637,2610,3987,2016,2720,1598,2655,1004,1114,811,774
National,ssp245 (medium confidence),95,2100,1.055,10,0.0952,8662,6620,1912,6750,59941990,20551069,39390922,725860056,12169,2608,170.34,4600802,31340248,10976437,46226740,1854,1262799,1722273,21,0,23,805149316,76782029,2733,4108,2149,3004,1650,2599,1151,1467,979,991
National,ssp245 (medium confidence),95,2100,1.055,25,0.0392,9555,7336,2136,7419,72273998,24768111,47505887,758986319,13346,2866,185.36,5326660,34645298,11647755,47134738,1974,1363202,1829445,23,0,23,842595800,90611615,2956,4333,2322,3218,1747,2664,1338,1950,1192,1181
National,ssp245 (medium confidence),95,2100,1.055,50,0.0198,10153,7943,2283,7870,81636553,27735485,53901067,780828380,14197,3054,196.48,5882900,36940930,12085738,47292593,2052,1436689,1914069,26,0,24,866975971,101041879,2978,4484,2464,3339,1865,2744,1449,2204,1397,1425
National,ssp245 (medium confidence),95,2100,1.055,100,0.01,10808,8695,2419,8389,91779099,30798461,60980638,802915845,15193,3276,208.51,6496472,39602448,12498907,47498923,2113,1514186,1998693,26,0,24,892015909,112288665,2972,4587,2661,3619,1979,2827,1606,2441,1590,1720
National,ssp245 (medium confidence),95,2100,1.055,250,0.004,11642,9668,2560,9082,106857698,35090451,71767247,838401353,16368,3537,225.25,7456643,43174139,13033795,47883807,2189,1632977,2108901,27,0,26,931568201,128981113,2732,4373,2966,4094,2191,2876,1804,2777,1949,2248
National,ssp245 (medium confidence),95,2110,1.218,1,0.6321,2517,1530,598,1919,4138662,1318614,2820049,253519749,3074,652,48.63,587195,5313844,1979207,13597443,611,370649,736806,7,0,13,273167842,7075714,1380,1956,688,750,311,295,138,73,0,0
National,ssp245 (medium confidence),95,2110,1.218,5,0.1813,8945,7042,1983,6962,64460615,21918857,42541758,741960983,12576,2695,177.24,4889343,33236585,11484527,46316392,1910,1308681,1766469,23,0,23,823280430,82143167,2743,4094,2223,3137,1678,2618,1242,1640,1059,1086
National,ssp245 (medium confidence),95,2110,1.218,10,0.0952,9637,7633,2147,7490,75290447,25749076,49541371,769122236,13527,2903,189.24,5491623,35974130,12055579,46416117,1987,1389755,1853061,23,0,23,853365544,94227404,2906,4369,2348,3239,1753,2592,1375,2057,1255,1270
National,ssp245 (medium confidence),95,2110,1.218,25,0.0392,10443,8437,2345,8098,89852587,30659376,59193211,797797354,14669,3156,204.01,6285539,39038971,12705699,47432794,2079,1490924,1965972,26,0,24,886235090,110334749,2992,4485,2442,3482,1950,2655,1511,2458,1548,1588
National,ssp245 (medium confidence),95,2110,1.218,50,0.0198,11083,9146,2471,8612,100721612,34052814,66668798,820613890,15621,3366,215.68,6892336,41560481,13136605,47495794,2111,1565515,2046660,26,0,25,911716825,122316068,3010,4591,2633,3613,2031,2904,1639,2531,1770,1982
National,ssp245 (medium confidence),95,2110,1.218,100,0.01,11668,9772,2573,9095,112397275,37564960,74832316,845046246,16580,3577,227.51,7576858,44144627,13559428,47855449,2171,1647947,2140590,28,0,26,939186913,135181508,2825,4550,2916,3954,2150,2990,1731,2749,2046,2338
National,ssp245 (medium confidence),95,2110,1.218,250,0.004,12511,10651,2711,9800,129610056,42441414,87168642,883860544,17787,3842,243.57,8613122,47179118,14065870,47934903,2262,1767426,2259654,29,0,28,981234219,154056473,2726,4486,2902,4123,2538,3258,1847,2952,2498,2968
National,ssp245 (medium confidence),95,2120,1.371,1,0.6321,2998,1780,724,2274,5827792,1892292,3935501,290897884,3866,824,57.69,776628,7054337,2529376,19439183,740,461444,838403,7,0,13,318229807,9595241,1531,2448,889,913,361,371,217,133,0,0
National,ssp245 (medium confidence),95,2120,1.371,5,0.1813,9801,7588,2188,7613,79645611,27032253,52613358,776905220,13790,2960,193.19,5766130,37021067,12484232,47153789,2012,1429067,1885041,24,0,23,862965117,99325041,2859,4339,2370,3297,1822,2604,1401,2220,1349,1330
National,ssp245 (medium confidence),95,2120,1.371,10,0.0952,10425,8161,2350,8075,92331468,31439027,60892442,803239017,14801,3180,204.66,6418012,39445333,13044941,47428305,2072,1509543,1970400,26,0,25,892083055,113303964,2921,4423,2451,3578,1920,2611,1524,2575,1609,1615
National,ssp245 (medium confidence),95,2120,1.371,25,0.0392,11277,9029,2531,8746,109029777,37004211,72025566,840081128,16007,3446,219.62,7273756,42793134,13673890,47492538,2113,1611617,2086470,27,0,25,932453270,131589041,2983,4482,2608,3770,2085,2912,1632,2606,1969,2237
National,ssp245 (medium confidence),95,2120,1.371,50,0.0198,11840,9696,2640,9200,121306958,40853281,80453677,858726836,16919,3647,231.04,7942936,45350647,14101771,47849325,2170,1689906,2175030,28,0,26,954101838,145041571,2850,4504,2810,4045,2221,2988,1737,2763,2222,2618
National,ssp245 (medium confidence),95,2120,1.371,100,0.01,12441,10332,2735,9706,134448059,44769185,89678874,889136114,17801,3841,243.02,8679947,47930553,14488680,47905851,2254,1773419,2258915,29,0,28,987231433,159390105,2790,4395,2862,4299,2420,3178,1829,2861,2540,3067
National,ssp245 (medium confidence),95,2120,1.371,250,0.004,13155,11194,2844,10311,153621603,50102139,103519465,924953018,18999,4103,258.07,9753357,50670246,14953979,48018606,2413,1894066,2376256,29,0,29,1026018127,180223005,2618,4352,2663,4233,2837,3715,2011,2885,3026,3813
National,ssp245 (medium confidence),95,2130,1.525,1,0.6321,3650,2374,863,2787,8122597,2667450,5455147,346272683,4768,1018,70.0,1017382,9576014,3313071,26023267,911,558830,945370,9,0,14,382817334,13011880,1779,2773,1072,1275,473,513,315,197,11,9
National,ssp245 (medium confidence),95,2130,1.525,5,0.1813,10800,8654,2438,8362,97516300,32984824,64531476,827541126,15394,3308,212.08,6719931,41394794,13438864,47477780,2084,1549819,2036778,27,0,25,918450478,119224914,3077,4605,2444,3749,1973,2636,1580,2650,1726,1753
National,ssp245 (medium confidence),95,2130,1.525,10,0.0952,11447,9325,2580,8867,111960158,37941478,74018681,856162581,16325,3512,223.99,7419324,44049722,13960409,47492398,2117,1630717,2120663,27,0,25,949825365,134970609,3111,4630,2542,3845,2122,2979,1635,2556,2037,2313
National,ssp245 (medium confidence),95,2130,1.525,25,0.0392,12243,10177,2737,9506,130665341,44143765,86521575,888261751,17688,3809,239.36,8350801,47606608,14567812,47874277,2233,1736850,2236241,28,0,27,985978877,155320804,3029,4822,2776,4057,2268,3171,1751,2647,2419,2992
National,ssp245 (medium confidence),95,2130,1.525,50,0.0198,12783,10805,2833,9950,144431126,48372107,96059020,914863016,18603,4010,250.66,9070490,49922823,14958964,47930487,2320,1817029,2321068,29,0,29,1015037393,170277609,2912,4853,2862,4281,2419,3310,1849,2737,2741,3422
National,ssp245 (medium confidence),95,2130,1.525,100,0.01,13323,11407,2926,10397,158983650,52614656,106368994,943810326,19435,4189,261.89,9843162,51987011,15310439,47987750,2397,1902030,2409871,29,0,30,1046194958,186039281,2837,4797,2815,4316,2633,3511,1973,2791,3065,4019
